smiles,homo,gap,lumo
c1ccc(-c2ccc3c4ccc5c6c7ccccc7c(-c7ccccc7)cc6n(-c6ccccc6)c5c4n(-c4ccccc4)c3c2)cc1,-7.189275141595051,3.897,0.0144220340765
O=C1C=CC(=O)N1,-10.47597507347425,3.884,-1.0718564571195
c1ccc(-c2ncc(-n3c4ccccc4c4c5cccc6c7cccc8c9c(cc(c(cc43)c65)c78)oc3ccccc39)c(-c3ccccc3)n2)cc1,-6.94747477404075,2.988,-1.0031204984832
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5cc(C(F)(F)F)ccc5C4=C(C#N)C#N)[nH]3)s2)n(C)c2c3oc4c5oc6c7c(c(C)c(-c8ccc(-c9ccc(C=C%10C(=O)c%11cc(C(F)(F)F)ccc%11C%10=C(C#N)C#N)[nH]9)s8)n7C)n(C)c6c5c(F)c(F)c4c3n(C)c12,-6.6957422509432005,2.355,-2.0510853595288
CCOc1nc(Nc2c(C)nn(CC(C)(C)O)c2C)nc2[nH]ccc12,-7.5316215769090995,4.989,1.38427036887855
CC1(C)CC(C)(C)c2c1cnc1cc3c(-c4ccccc4)c4ccccc4c(-c4ccccc4)c3cc21,-6.9174061935605,2.968,-0.85005645757695
Cc1ccccc1C(=O)c1ccc2c(c1)C1(c3ccccc3-2)c2ccccc2-c2ccc(C(=O)c3ccccc3C)cc21,-8.326139597599,3.809,-0.4918729961638
COCCCCCCOc1ccc2c(c1)sc1c3cc4ccc(C)cc4cc3sc21,-7.248568749619,3.942,-0.0370619064381
CCCCc1ccc(N(c2ccc(-c3ccc(COCC4(CC)COC4)cc3)cc2)c2ccc(-c3ccc(COCC4(CC)COC4)cc3)cc2)cc1,-7.14034907127515,4.044,0.3475438098586
OCc1cc(F)c(Oc2cnc(C(F)(F)F)nc2)c(F)c1,-9.6211838348986,4.563,0.02228612435595
C(=C/c1ccc(-c2c3ccccc3c(-c3ccc4ccccc4c3)c3ccccc23)c2ccccc12)\c1ccc(-c2ccccc2)cc1,-7.3724893971367,3.578,-0.36046921775735
CC1=C(Cl)C(=O)C(Cl)=C(Cl)C1=O,-10.06470219982855,3.191,-2.43365022194675
c1ccc(-c2ccc(-c3ccc(-c4nc(-n5c6ccccc6c6cc(-c7ccc(-c8ccc9c%10ccccc%10n(-c%10ccccc%10)c9c8)cc7)ccc65)nc5ccccc45)cc3)cc2)cc1,-7.408762173408349,3.884,-0.68787660267895
Cc1ccc2c(CC(C)C)ccc(O)c2n1,-7.830837966918899,4.175,0.15464230123915
c1ccc(-n2c3ccccc3c3ccc4c(c32)Cc2c-4cccc2[Si](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,-7.54324083832545,4.259,0.40553127140015
[C-]#[N+]/C(=C\c1cc2c(s1)c1sc(/C=C(\C#N)c3cccc4nsnc34)cc1n2CCC)c1cccc2nsnc12,-7.25093614011835,2.628,-1.79352960003055
CC(c1ccc(C(C)(C)C)s1)c1ccc(C(C)(C)C)s1,-8.1093737042907,5.442,1.37316812377815
Cc1cc(C)c(C2=C(OC(=O)c3ccccc3)C(CC3CCOC3)CC2=O)c(C)c1,-8.478033548948101,4.031,-0.39328614812765
OC1CCCOC1,-9.61234013475735,7.477,2.2872257589927
COC(=O)c1cnc(Nc2cnc(C#N)cn2)cc1NC(C)C1CCNCC1,-8.55093284949705,4.421,-0.4074088569685999
Cn1c2cc3ccsc3cc2c2cc3sccc3cc21,-7.3866937401328,3.859,0.04427292347635
c1cnc(Nc2cc(NCC3CCNCC3)ncn2)cn1,-8.2925607484473,4.445,0.53239074850325
